Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Trace McSorley,,,QB,4000,BAL,CIN,32.0,BAL by 13,-3%,33%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justice Hill,,,RB,4000,BAL,CIN,32.0,BAL by 13,-3%,33%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samaje Perine,,,RB,4000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0
Trayveon Williams,,,RB,4000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Luton,,,QB,4000,JAX,@HOU,24.0,HOU by 6,-15%,52%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dare Ogunbowale,,,RB,4000,JAX,@HOU,24.0,HOU by 6,-15%,52%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.2,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1.9,0.5,0.0,0.0
Devine Ozigbo,,O,RB,4000,JAX,@HOU,24.0,HOU by 6,-15%,52%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Prosise,,,RB,4000,HOU,JAX,30.0,HOU by 6,5%,16%,29%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,1.0,0.0,0.0,0.1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.0
Buddy Howell,,Q,RB,4000,HOU,JAX,30.0,HOU by 6,5%,16%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Perry,,,RB,4000,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,,,QB,4000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijhaa Penny,,,RB,4000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1
Jacob Eason,,,QB,4000,IND,@CLE,23.8,IND by 1.5,24%,-24%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Olsen,1,,TE,4000,SEA,MIN,32.3,SEA by 7,17%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.5,4.8,1.3,6.7,8,6.5,8.0,8.0,2.4,13.6,9.1,2.3,3.0,0.8
Alexander Mattison,,,RB,4000,MIN,@SEA,25.3,SEA by 7,61%,-37%,-32%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.2,1.5,4.5,0.7,1.5,1.0,0.0,5.5,11,4.3,6.3,6.3,1.7,10.8,5.3,1.3,19.6,4.9
Tarik Cohen,,O,RB,4000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-5%,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,1.0,5.3,3.0,3.0,0.0,0.7,4.6,0,5.8,5.8,5.8,4.0,7.7,0.0,0.0,0.0,0.0
Mike Williams,1,,WR,4000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,5.7,0.3,7.1,9,5.7,5.7,5.7,1.1,10.2,9.4,2.4,30.9,7.7
Ke'Shawn Vaughn,,Q,RB,4000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-6%,0.0,0.0,0.0,0.0,0.0,1.5,1.5,5.3,1.0,1.3,1.5,1.5,3.4,1.0,7.3,14,5.3,5.3,5.3,-2.2,12.8,7.8,1.9,1.5,0.4
Travis Homer,,,RB,4000,SEA,MIN,32.3,SEA by 7,17%,13%,8%,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,0.3,3.7,0.7,1.0,0.8,0.3,1.8,6,3.9,3.5,3.5,0.7,6.4,4.5,1.1,1.4,0.3
DeeJay Dallas,,,RB,4000,SEA,MIN,32.3,SEA by 7,17%,13%,8%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9,0.0,4.0,1.0,1.0,0.1,0.0,7.5,3,2.1,2.1,2.1,-0.9,5.2,1.9,0.5,0.0,0.0
Ty Montgomery,,O,RB,4000,NO,LAC,29.0,NO by 7.5,5%,-7%,-12%,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,-4.0,1.5,1.5,0.0,0.0,8.3,0,2.0,2.0,2.0,-1.4,5.5,0.0,0.0,0.0,0.0
C.J. Ham,,,RB,4000,MIN,@SEA,25.3,SEA by 7,61%,-37%,-32%,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.5,0.5,3.0,1.0,0.8,1.5,0.0,3.7,3,0.9,0.7,0.7,-0.3,1.6,1.3,0.3,0.0,0.0
Gabe Nabers,,,RB,4000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-6%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.0,4.0,0.3,0.3,0.0,0.0,5.0,1,0.6,0.5,0.5,-0.5,1.4,0.3,0.1,0.0,0.0
Michael Burton,,,RB,4000,NO,LAC,29.0,NO by 7.5,5%,-7%,-12%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.0,4.0,0.3,0.3,0.3,0.0,3.0,1,0.6,0.4,0.4,-0.4,1.3,0.4,0.1,0.2,0.1
Ryan Nall,,,RB,4000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.3,0.3,0.7,0.0,2.0,5,0.4,0.3,0.3,-0.3,0.9,1.5,0.4,0.0,0.0
Easton Stick,,,QB,4000,LAC,@NO,21.5,NO by 7.5,-5%,-18%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,,,QB,4000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,,,QB,4000,CHI,TB,20.5,TB by 3.5,-1%,-46%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenjon Barner,,,RB,4000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Logan,,O,RB,4000,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashaad Penny,,O,RB,4000,SEA,MIN,32.3,SEA by 7,17%,13%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Bellore,,,RB,4000,SEA,MIN,32.3,SEA by 7,17%,13%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.0,0.0
Ameer Abdullah,,,RB,4000,MIN,@SEA,25.3,SEA by 7,61%,-37%,-32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.0,0.0
Mike Boone,,,RB,4000,MIN,@SEA,25.3,SEA by 7,61%,-37%,-32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.9,0.5
Larry Fitzgerald,,,WR,3800,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.5,4.7,0.3,4.9,8,5.1,5.7,5.7,0.7,10.7,8.1,2.1,7.5,2.0
KJ Hamler,,Q,WR,3800,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,3.5,4.0,4.0,0.0,0.3,6.5,0,4.8,4.8,4.8,0.4,9.3,0.0,0.0,0.0,0.0
Demarcus Robinson,,,WR,3800,KC,LV,34.5,KC by 13,0%,15%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.8,2.8,0.5,4.4,4,1.9,2.7,2.7,-0.4,5.8,3.7,1.0,2.2,0.6
Jalen Hurd,,O,WR,3800,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dontrelle Inman,,,WR,3700,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,6.2,0.5,5.0,10,9.8,8.4,8.4,1.3,15.5,8.4,2.3,0.8,0.2
Willie Snead IV,,,WR,3700,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,3.0,0.8,11.7,5,3.8,6.9,6.9,0.5,13.3,6.2,1.7,0.0,0.0
Drew Sample,1,,TE,3700,CIN,@BAL,19.0,BAL by 13,8%,-18%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.1,1.8,6.3,8,6.8,5.5,5.5,0.5,10.5,7.0,1.9,4.2,1.1
Jalen Guyton,,,WR,3700,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,2.7,0.5,17.9,4,9.0,7.4,7.4,2.2,12.5,4.5,1.2,5.5,1.5
Braxton Berrios,,,WR,3600,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.8,2.7,0.5,6.5,4,11.4,8.6,8.6,-1.3,18.5,3.7,1.0,1.3,0.4
Nelson Agholor,1,,WR,3600,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.7,2.3,4.1,0.3,13.1,7,7.5,8.0,8.0,2.9,13.0,6.1,1.7,14.7,4.1
Kenny Stills,,,WR,3600,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.3,3.2,0.0,6.9,5,7.3,5.5,5.5,0.5,10.5,6.1,1.7,2.4,0.7
Dawson Knox,,,TE,3600,BUF,@TEN,,,3%,39%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.7,1.3,8.9,5,4.0,4.0,4.0,3.5,4.5,0.0,0.0,0.0,0.0
David Njoku,,,TE,3500,CLE,IND,22.3,IND by 1.5,-36%,-36%,-66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.9,1.0,16.7,4,14.0,14.0,14.0,14.0,14.0,4.5,1.3,1.6,0.5
Isaiah Ford,1,,WR,3500,MIA,@SF,20.3,SF by 9,-26%,-7%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.0,6.3,6.4,0.3,6.0,11,8.9,7.5,7.5,2.2,12.9,9.6,2.7,4.3,1.2
Logan Thomas,3,,TE,3500,WAS,LAR,19.0,LAR by 7,-8%,3%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.0,6.2,1.3,3.6,10,5.2,7.3,7.3,2.4,12.2,8.2,2.3,1.4,0.4
David Moore,,,WR,3500,SEA,MIN,32.3,SEA by 7,17%,13%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,12.0,2.7,2.8,3.2,1.0,15.7,6,11.2,10.1,10.1,2.5,17.7,6.4,1.8,0.0,0.0
Kyle Rudolph,,,TE,3500,MIN,@SEA,25.3,SEA by 7,61%,-37%,-35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.9,0.3,8.3,5,4.6,4.7,4.7,0.9,8.4,5.8,1.7,2.0,0.6
Jordan Reed,,O,TE,3400,SF,MIA,29.3,SF by 9,14%,4%,-46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,0.0,1.3,5.3,0,10.5,10.5,10.5,-1.2,22.2,0.0,0.0,0.0,0.0
Gabriel Davis,,,WR,3400,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,2.0,2.0,3.3,0.3,16.1,5,9.8,8.2,8.2,4.6,11.8,0.0,0.0,0.0,0.0
Tyler Eifert,,Q,TE,3400,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.7,1.3,4.8,7,6.6,5.4,5.4,0.5,10.3,7.6,2.2,4.6,1.4
Steven Sims Jr.,,O,WR,3400,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,0.3,12.9,0,5.1,5.1,5.1,0.7,9.5,0.0,0.0,0.0,0.0
Darren Fells,,,TE,3400,HOU,JAX,30.0,HOU by 6,5%,16%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.5,4.3,0.5,6.3,7,4.8,4.6,4.6,0.3,8.8,7.0,2.1,13.7,4.0
Ian Thomas,4,,TE,3400,CAR,@ATL,26.8,ATL by 1,37%,-11%,104%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,4.2,0.5,3.3,7,3.5,3.5,3.5,-0.1,7.1,6.3,1.9,0.0,0.0
Justin Watson,,Q,WR,3400,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,8.5,0,5.5,5.5,5.5,2.1,8.9,0.0,0.0,0.0,0.0
Cordarrelle Patterson,,,WR,3400,CHI,TB,20.5,TB by 3.5,-1%,-46%,-4%,0.0,0.0,0.0,0.0,0.0,4.7,4.5,2.8,0.3,3.4,1.3,1.3,1.6,0.0,4.0,7,2.7,3.0,3.0,1.1,5.0,3.6,1.1,7.5,2.2
Jordan Akins,0,Q,TE,3300,HOU,JAX,30.0,HOU by 6,5%,16%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.8,0.0,0.3,11.2,0,8.3,9.2,9.2,5.5,12.9,0.0,0.0,0.0,0.0
Chris Conley,,,WR,3300,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,5.0,4.1,0.8,6.6,6,7.5,6.1,6.1,2.9,9.2,6.0,1.8,7.8,2.4
Jack Doyle,,,TE,3300,IND,@CLE,23.8,IND by 1.5,24%,-24%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,3.6,0.7,12.2,6,3.4,3.4,3.4,-0.7,7.4,5.8,1.8,0.0,0.0
Trent Taylor,,,WR,3300,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.5,1.8,1.0,3.7,3,2.0,2.2,2.2,0.7,3.6,1.8,0.5,0.0,0.0
Kalif Raymond,,,WR,3200,TEN,BUF,,,12%,-15%,8%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,-3.0,1.7,1.7,4.3,0.0,23.6,7,5.8,5.8,5.8,-4.3,15.9,0.0,0.0,0.0,0.0
Dan Arnold,0,,TE,3200,ARI,@NYJ,26.8,ARI by 7,-4%,8%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.0,3.4,0.3,8.1,5,4.9,4.7,4.7,2.3,7.1,5.6,1.7,0.0,0.0
Chris Herndon,2,,TE,3200,NYJ,ARI,19.8,ARI by 7,-5%,4%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.8,5.2,0.3,3.9,8,2.9,4.3,4.3,1.0,7.6,7.7,2.4,4.4,1.4
Damion Ratley,,,WR,3200,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,2.7,0.8,7.0,4,3.4,2.6,2.6,-0.6,5.7,4.1,1.3,0.0,0.0
Phillip Dorsett II,,O,WR,3200,SEA,MIN,32.3,SEA by 7,17%,13%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedrick Wilson,,,WR,3100,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.3,3.3,0.0,10.8,5,12.4,9.3,9.3,-5.3,23.9,6.5,2.1,10.6,3.4
Jeff Smith,1,,WR,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.6,0.0,9.0,9,15.1,15.1,15.1,15.1,15.1,7.0,2.3,5.3,1.8
Travis Fulgham,1,,WR,3000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,1.0,19.0,6,13.7,13.7,13.7,13.7,13.7,4.4,1.5,34.2,11.4
Courtland Sutton,,O,WR,3000,DEN,@NE,,,-6%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,11.0,0,9.6,9.6,9.6,9.6,9.6,0.0,0.0,0.0,0.0
Damiere Byrd,1,,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.5,5.6,0.0,8.1,7,10.6,8.0,8.0,1.6,14.3,0.0,0.0,0.0,0.0
Olamide Zaccheaus,6,,WR,3000,ATL,CAR,27.8,ATL by 1,-9%,5%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.0,4.1,0.0,8.6,6,8.9,6.7,6.7,-0.8,14.1,7.9,2.6,2.3,0.8
Zay Jones,,,WR,3000,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.5,2.8,0.3,7.9,4,7.3,5.5,5.5,1.7,9.2,3.8,1.3,1.2,0.4
Mike Thomas,,,WR,3000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.5,2.2,0.3,6.2,3,5.8,5.3,5.3,0.0,10.6,3.3,1.1,0.7,0.2
Chris Hogan,,D,WR,3000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,5.8,6.3,1.0,4.3,10,6.6,5.2,5.2,-1.0,11.4,6.7,2.2,5.0,1.7
Tyler Kroft,,,TE,3000,BUF,@TEN,,,3%,39%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,1.1,1.0,4.5,2,6.9,5.1,5.1,-3.7,14.0,0.0,0.0,0.0,0.0
Bryan Edwards,,Q,WR,3000,LV,@KC,21.5,KC by 13,-22%,35%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,16.5,0,5.0,5.0,5.0,2.3,7.6,0.0,0.0,0.0,0.0
Jakeem Grant,,,WR,3000,MIA,@SF,20.3,SF by 9,-26%,-7%,-14%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,29.0,2.0,2.5,3.2,0.0,8.2,6,4.5,4.8,4.8,2.3,7.2,4.7,1.6,0.4,0.1
Isaiah Wright,1,,WR,3000,WAS,LAR,19.0,LAR by 7,-8%,3%,-15%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,0.0,7.5,5.5,5.5,5.2,0.5,4.0,10,7.0,7.0,7.0,6.9,7.0,8.4,2.8,1.3,0.4
James O'Shaughnessy,,,TE,3000,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.8,2.5,0.3,8.6,4,5.8,4.6,4.6,1.6,7.6,3.8,1.3,5.0,1.7
KeeSean Johnson,,,WR,3000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.1,0.0,3.4,5,4.4,4.4,4.4,4.4,4.4,1.8,0.6,1.5,0.5
Isaiah McKenzie,,,WR,3000,BUF,@TEN,,,3%,39%,-22%,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.3,0.0,5.0,1.7,2.0,2.2,0.5,11.0,4,4.2,4.3,4.3,2.4,6.3,0.0,0.0,0.0,0.0
Devin Duvernay,,,WR,3000,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,2.2,0.3,6.0,3,4.3,3.8,3.8,0.5,7.1,2.9,1.0,7.9,2.6
Noah Brown,,,WR,3000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,1.9,0.5,10.0,3,5.0,3.8,3.8,0.1,7.4,4.6,1.5,0.0,0.0
Marcus Johnson,,,WR,3000,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,0,3.7,3.7,3.7,3.7,3.7,1.0,0.3,8.3,2.8
Van Jefferson Jr.,,,WR,3000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,-1.0,2.3,2.5,2.5,0.3,7.6,4,2.8,3.1,3.1,-0.9,7.1,3.8,1.3,0.0,0.0
C.J. Board,,,WR,3000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,3.0,2.0,2.0,2.1,0.0,7.3,3,2.8,3.0,3.0,0.5,5.6,3.4,1.1,0.0,0.0
KhaDarel Hodge,,O,WR,3000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.5,0,2.7,2.7,2.7,-0.3,5.7,0.0,0.0,0.0,0.0
Deontay Burnett,,,WR,3000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.5,4.8,3,2.5,2.5,2.5,-1.0,5.9,2.2,0.7,0.0,0.0
Auden Tate,,,WR,3000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.7,0.7,8.8,4,2.5,2.5,2.5,0.0,4.9,3.5,1.2,2.2,0.7
John Hightower,,,WR,3000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.7,2.3,4.0,0.3,4.3,7,2.7,2.2,2.2,0.1,4.4,6.3,2.1,5.8,1.9
Gunner Olszewski,,,WR,3000,NE,DEN,,,3%,-9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,11.0,1,2.1,2.1,2.1,2.1,2.1,0.0,0.0,0.0,0.0
